|id_entity|type|gender|occupation|generation|region
1229|urn:uuid:808f94e5-01c4-4401-ade3-11dc9af1b415|jurist|male|scientist|1911-1931|Central Europe
1230|urn:uuid:52b01de0-a647-41f5-a3fe-527e97289840|jurist|male|politician|1791-1811|Central Europe
1231|urn:uuid:d789facf-263d-455b-ac4d-f1435a4a027e|jurist|male|scientist|1931-1951|Central Europe
1232|urn:uuid:7e21de9a-7aa8-4d3d-84a0-b92c26bfc0c0|jurist|male|scientist|1931-1951|Central Europe
1233|urn:uuid:1889f4df-ad8b-480c-b720-f62e58b0e4aa|jurist|male|politician|1871-1891|Central Europe
1234|urn:uuid:698c854c-bba8-4f22-a1a5-77a3f6564f90|jurist|male|scientist|1931-1951|Central Europe
1235|urn:uuid:698c854c-bba8-4f22-a1a5-77a3f6564f90|jurist|male|other_occupation|1931-1951|Central Europe
1236|urn:uuid:7f35b903-b82f-4956-b2d2-c2080f016a73|economist|male|scientist|1911-1931|Central Europe
1237|urn:uuid:dadfc912-ca0b-4a3f-8d00-688eb8940721|jurist|male|scientist|1931-1951|Central Europe
1238|urn:uuid:1d6cf1ec-902b-49c6-8dad-e3c9cae25fad|jurist|male|politician|1791-1811|Central Europe
1239|urn:uuid:f225e57b-4a78-48c2-949e-df950b14b095|jurist|male|scientist|1931-1951|Central Europe
1240|urn:uuid:e6b5a0c9-f3ae-4a19-9761-7d9853a936e7|jurist|male|media person|1831-1851|Central Europe
1241|urn:uuid:e6b5a0c9-f3ae-4a19-9761-7d9853a936e7|jurist|male|businessperson|1831-1851|Central Europe
1242|urn:uuid:42396a1e-fdf2-485e-96e1-844c7c2be54e|economist|male|scientist|1891-1911|Central Europe
1243|urn:uuid:d478982a-bc89-40a7-9232-ba4b010537c1|jurist|male|scientist|1871-1891|Central Europe
1244|urn:uuid:1b213d92-6415-4dc6-aa43-1c788bad74a6|jurist|male|scientist|1931-1951|Central Europe
1245|urn:uuid:49ff7135-a918-42e0-a540-562f5c9c9f5a|jurist|male|scientist|1931-1951|Central Europe
1246|urn:uuid:f0cd5dd3-3fde-428f-9323-6c5536920a0e|economist|male|scientist|1931-1951|Central Europe
1247|urn:uuid:fd18f137-82fc-41e0-a604-86dd280bda8e|jurist|male|scientist|1931-1951|Central Europe
1248|urn:uuid:8802c5b6-57ba-48f5-b7d4-300d14bab562|jurist|male|scientist|1931-1951|Central Europe
1249|urn:uuid:61c070c4-67f6-447e-b993-85e060ff0e60|jurist|male|politician|1931-1951|Central Europe
1250|urn:uuid:61c070c4-67f6-447e-b993-85e060ff0e60|jurist|male|scientist|1931-1951|Central Europe
1251|urn:uuid:8202c204-62db-4ac5-995e-4ffd3ad599ca|jurist|male|politician|1931-1951|Central Europe
1252|urn:uuid:13a15064-3b2b-46c6-a6b7-4d1596870282|jurist|male|scientist|1931-1951|Central Europe
1253|urn:uuid:ff79de5c-a19e-4cd4-8294-bb757109a545|jurist|male|scientist|1931-1951|Central Europe
1254|urn:uuid:5c7669e7-f16d-49b9-ad1a-7390625a6ba6|economist|male|scientist|1931-1951|Central Europe
1255|urn:uuid:3afd0743-8f23-4e42-8ae3-9e0353be6fc2|jurist|male|politician|1891-1911|Central Europe
1256|urn:uuid:00f304b4-24ef-45b6-bf83-0a3eee9be45c|jurist|male|politician|1871-1891|Central Europe
1257|urn:uuid:00f304b4-24ef-45b6-bf83-0a3eee9be45c|jurist|male|writer|1871-1891|Central Europe
1258|urn:uuid:234d13e5-80fa-4d01-ba30-7144f6b49f6b|jurist|male|scientist|1931-1951|Central Europe
1259|urn:uuid:70525f5a-e082-4f53-b52d-1293360a9027|jurist|male|scientist|1931-1951|Central Europe
1260|urn:uuid:7325b9e8-d714-4d98-a18a-5e38395bc8a8|jurist|male|scientist|1911-1931|Central Europe
1261|urn:uuid:d26f43ca-2f09-4ce0-8c47-098645ebe0cd|jurist|male|politician|1851-1871|Central Europe
1262|urn:uuid:654abd1c-6f46-4adc-8739-1c1d7db24d9d|jurist|male|scientist|1891-1911|Central Europe
1263|urn:uuid:f619de81-2293-45ac-9cff-a2469ea9929a|jurist|male|politician|1871-1891|Central Europe
1264|urn:uuid:f619de81-2293-45ac-9cff-a2469ea9929a|jurist|male|scientist|1871-1891|Central Europe
1266|urn:uuid:1596c671-2adc-4023-8b26-a50f1021043a|jurist|male|politician|1811-1831|Central Europe
1267|urn:uuid:248815f4-a387-4aef-be67-9fcaabead44a|jurist|male|politician|1811-1831|Central Europe
1268|urn:uuid:248815f4-a387-4aef-be67-9fcaabead44a|jurist|male|scientist|1811-1831|Central Europe
1270|urn:uuid:4993ff21-5c3f-41f5-8e57-2aafaf9615f4|jurist|male|politician|1771-1791|Central Europe
1271|urn:uuid:bc34500a-ca83-43bc-ad38-23e3f2898919|jurist|male|politician|1891-1911|Central Europe
1272|urn:uuid:6a32a354-bd5d-4ed6-9784-51146d1eec62|jurist|male|politician|1811-1831|Central Europe
1273|urn:uuid:4d2cb9cb-1fba-462e-97e3-e14a1d9c8df6|jurist|male|media person|1891-1911|Central Europe
1274|urn:uuid:00a73ead-9d76-4b5f-bd8f-6b05b3293fcb|jurist|male|writer|1891-1911|Central Europe
1275|urn:uuid:ced96e93-a455-45fc-b7ad-4259c4af5c01|jurist|male|politician|1891-1911|Central Europe
1276|urn:uuid:bbdef43e-4308-4a5d-aeb8-c353a46acd01|jurist|male|politician|1891-1911|Central Europe
1277|urn:uuid:bbdef43e-4308-4a5d-aeb8-c353a46acd01|jurist|male|other|1891-1911|Central Europe
1278|urn:uuid:c9df251a-28dd-4300-9fa3-9ebb105bba82|jurist|male|politician|1791-1811|Central Europe
1279|urn:uuid:9a0d5ba7-031f-4748-a595-c33168a843d9|jurist|male|scientist|1791-1811|Central Europe
1280|urn:uuid:f95208e7-0d06-4b0c-8c29-06ce72e532cb|jurist|male|scientist|1931-1951|Central Europe
1281|urn:uuid:16646818-c1b7-415c-813d-90ed809665ef|jurist|male|scientist|1931-1951|Central Europe
1282|urn:uuid:8f8b200a-62b1-47a3-bc86-b0101febbb48|jurist|male|politician|1931-1951|Central Europe
1283|urn:uuid:5588eae5-d216-4315-9203-490cfd9be869|jurist|male|scientist|1931-1951|Central Europe
1284|urn:uuid:5ca9f65c-0afb-471c-a7be-6b7d90316d7f|economist|male|scientist|1931-1951|Central Europe
1285|urn:uuid:40005ba7-09ab-4b86-951e-16485addb215|jurist|male|scientist|1931-1951|Central Europe
1286|urn:uuid:ba91f707-d4af-495d-9eed-3a064b4fdc95|jurist|male|scientist|1931-1951|Central Europe
1287|urn:uuid:9662044b-f038-4527-bf15-651f5d9b0247|economist|male|scientist|1911-1931|Central Europe
1288|urn:uuid:e86679e1-b348-43e1-8489-172572bee1b7|jurist|male|businessperson|1871-1891|Central Europe
1289|urn:uuid:bb5d946c-6bc2-4fc8-9e8b-53c30506219f|jurist|male|scientist|1911-1931|Central Europe
1290|urn:uuid:925639ef-bbc3-48d1-b7d6-5ce4d5d2b94d|economist|male|scientist|1891-1911|Central Europe
1291|urn:uuid:ff2a56ba-cbe8-41c6-b06a-a6ce326ad37e|economist|male|scientist|1931-1951|Central Europe
1292|urn:uuid:d6bd050f-b00c-4fcc-8611-e3218e68b7c4|jurist|male|politician|1931-1951|Central Europe
1293|urn:uuid:7eb03478-430c-48b0-9801-cb54d6f4cec6|economist|male|scientist|1931-1951|Central Europe
1294|urn:uuid:0953bc06-44c6-43a3-afbe-45303961a6de|jurist|male|scientist|1931-1951|Central Europe
1295|urn:uuid:f44e51ff-78c5-467f-a130-4217e69afd97|jurist|male|scientist|1891-1911|Central Europe
1297|urn:uuid:8aaaac57-be0c-4799-9ada-3287621cc00f|economist|male|scientist|1911-1931|Central Europe
1298|urn:uuid:350050f3-e6f0-401c-86ef-2e51b993c628|jurist|male|scientist|1931-1951|Central Europe
1299|urn:uuid:350050f3-e6f0-401c-86ef-2e51b993c628|jurist|male|politician|1931-1951|Central Europe
1300|urn:uuid:57fb3ffa-292f-4c36-96f8-f8a768a8c757|jurist|male|politician|1931-1951|Central Europe
1301|urn:uuid:da0a04e0-75aa-4d4d-843c-9e35d8c146f6|economist|male|politician|1871-1891|Central Europe
1302|urn:uuid:da0a04e0-75aa-4d4d-843c-9e35d8c146f6|economist|male|scientist|1871-1891|Central Europe
1303|urn:uuid:da0a04e0-75aa-4d4d-843c-9e35d8c146f6|economist|male|writer|1871-1891|Central Europe
1304|urn:uuid:e4252eca-38e0-40bf-999a-8cbf78ca9594|economist|male|scientist|1911-1931|Central Europe
1306|urn:uuid:9cc5a3ac-6a3a-4892-a1c7-4a1e0156e572|economist|male|scientist|1931-1951|Central Europe
1307|urn:uuid:10ff03dd-5fca-420a-99f1-65a39706f305|economist|male|businessperson|1931-1951|Central Europe
1308|urn:uuid:10ff03dd-5fca-420a-99f1-65a39706f305|economist|male|scientist|1931-1951|Central Europe
1309|urn:uuid:82358fc3-bba8-45f0-8fd5-4f277939a1af|jurist|male|scientist|1931-1951|Central Europe
1310|urn:uuid:534ca753-75af-4cf6-a18c-001e49bf97b3|jurist|male|scientist|1931-1951|Central Europe
1311|urn:uuid:8beb6c58-0f0d-4eb1-8748-9095718810e3|jurist|male|scientist|1851-1871|Central Europe
1312|urn:uuid:b13dea2c-345c-4916-a935-f821a6e402bf|jurist|male|politician|1791-1811|Central Europe
1313|urn:uuid:199d0d26-c761-411a-912d-de14d2b1ac34|economist|male|scientist|1891-1911|Central Europe
1315|urn:uuid:1b92b236-1d06-4d85-a165-741d638c56f7|economist|male|scientist|1911-1931|Central Europe
1316|urn:uuid:d9577f38-5234-4e19-9e3d-db6f0bcb6e52|jurist|male|politician|1931-1951|Central Europe
1317|urn:uuid:9dd6fe56-4e6f-4996-b006-ca9addda377c|economist|male|scientist|1931-1951|Central Europe
1318|urn:uuid:9294d6e7-331e-4ed9-ba88-f8fb0db49121|jurist|male|scientist|1931-1951|Central Europe
1319|urn:uuid:dddeecb3-26a2-421c-96c0-3a4f7182bd16|economist|male|scientist|1931-1951|Central Europe
1320|urn:uuid:95d5ade7-3619-4942-a45e-93de8b5bda0c|economist|male|scientist|1931-1951|Central Europe
1321|urn:uuid:d48ead0a-d177-425a-8e93-f5a571be13c0|economist|male|scientist|1931-1951|Central Europe
1322|urn:uuid:4a0314f8-76a7-4c0a-956e-2b56af9c0ef6|economist|male|scientist|1931-1951|Central Europe
1323|urn:uuid:4a0314f8-76a7-4c0a-956e-2b56af9c0ef6|economist|male|other|1931-1951|Central Europe
1324|urn:uuid:f1ec9bd7-a846-451c-b1de-394824cdd7c3|economist|male|scientist|1931-1951|Central Europe
1325|urn:uuid:f1ec9bd7-a846-451c-b1de-394824cdd7c3|economist|male|writer|1931-1951|Central Europe
1326|urn:uuid:1465eb7d-5251-46ba-91d4-6b3e20c21fc0|jurist|male|other|1871-1891|Central Europe
1328|urn:uuid:46749fc5-485e-4465-b7bd-81cfc359fefe|jurist|male|scientist|1871-1891|Central Europe
1329|urn:uuid:49de891f-51df-46b0-86f9-e4f65170b744|economist|female|scientist|1911-1931|Central Europe
1330|urn:uuid:eaf784af-59a3-4f29-a8e2-269cade458b6|economist|male|scientist|1931-1951|Central Europe
1332|urn:uuid:56b51e6a-b856-41c5-ad05-6afe1fe817be|jurist|male|politician|1931-1951|Central Europe
1333|urn:uuid:c7f98106-177e-4c05-b387-f310d2510395|economist|male|scientist|1931-1951|Central Europe
1334|urn:uuid:276ee7b6-7199-4efa-aba8-8f5abdc871b2|jurist|male|scientist|1891-1911|Central Europe
1335|urn:uuid:f12adc3a-6339-4fd8-9c74-7ec9b08d901f|economist|male|scientist|1931-1951|Central Europe
1336|urn:uuid:6ab333e9-7d39-4de1-95ef-e9593454dd11|jurist|male|businessperson|1891-1911|Central Europe
1337|urn:uuid:1573dafb-106d-4d1a-ab12-92dcc7f220f6|jurist|male|writer|1871-1891|Central Europe
1338|urn:uuid:e13b87d0-b6e1-4496-9afc-87155d87d4ac|economist|male|scientist|1931-1951|Central Europe
1339|urn:uuid:39e59b4a-f125-47b0-b099-3bef2b064eb0|economist|female|other|1891-1911|Central Europe
1340|urn:uuid:56b366d2-c717-490f-8106-6d7dda84ede4|economist|female|scientist|1931-1951|Central Europe
1341|urn:uuid:eae1e180-62df-4022-b3ff-040cf19f9708|economist|male|scientist|1911-1931|Central Europe
1342|urn:uuid:4b19d984-275e-4a83-87e9-b4fb638a8333|jurist|male|scientist|1931-1951|Central Europe
1343|urn:uuid:52de674f-a7f8-45fe-a7c9-b95e16d4825d|economist|male|scientist|1931-1951|Central Europe
1344|urn:uuid:c662d603-5d47-4050-b033-a96cbd6c35d5|jurist|male|scientist|1931-1951|Central Europe
1345|urn:uuid:ad48b046-3669-46ce-9e23-b40ebced1a5d|jurist|male|politician|1811-1831|Central Europe
1346|urn:uuid:b3101c3a-1707-4c9e-a328-c4c37dd30999|jurist|male|writer|1871-1891|Central Europe
1347|urn:uuid:b3101c3a-1707-4c9e-a328-c4c37dd30999|jurist|male|other|1871-1891|Central Europe
1348|urn:uuid:b576f086-c76c-480e-a7c5-221cd89a2089|jurist|male|scientist|1891-1911|Central Europe
1349|urn:uuid:c8bc0c6b-106d-4b66-992c-ee809c360925|jurist|male|scientist|1931-1951|Central Europe
1350|urn:uuid:acf15508-62ac-4cf4-9b3a-a843082f50b5|economist|male|writer|1931-1951|Central Europe
1351|urn:uuid:18ba3e3d-2c2e-4e93-99a0-6372f8e7f0da|jurist|female|politician|1931-1951|Central Europe
1352|urn:uuid:ff477ab8-bd1a-4c12-8629-c083fd3593fd|economist|male|politician|1931-1951|Central Europe
1353|urn:uuid:ff477ab8-bd1a-4c12-8629-c083fd3593fd|economist|male|scientist|1931-1951|Central Europe
1354|urn:uuid:824a0f4e-212c-465f-940d-d4be04586808|jurist|male|scientist|1931-1951|Central Europe
1355|urn:uuid:57b73124-8f10-40a6-8383-cb0d0a721ae7|jurist|male|other|1851-1871|Central Europe
1356|urn:uuid:31058ef4-38ad-4afa-98f1-03d449913271|jurist|male|politician|1931-1951|Central Europe
1357|urn:uuid:d3f32d41-5968-4f4a-8bd3-95260237f35f|jurist|male|politician|1831-1851|Central Europe
1358|urn:uuid:e068970d-756e-4212-bd0b-af62e386ced4|jurist|male|scientist|1931-1951|Central Europe
1359|urn:uuid:e25b333d-5100-4341-9fd1-0a741edfd363|economist|male|scientist|1931-1951|Central Europe
1360|urn:uuid:6f6e99f4-1fdb-4e3e-a95b-10ee07b47041|jurist|male|scientist|1931-1951|Central Europe
1361|urn:uuid:9d5d31dc-2d02-4dbb-9a67-72d31bf675ff|jurist|male|scientist|1931-1951|Central Europe
1362|urn:uuid:17dc7848-dbee-4129-acb7-96f8b98459b5|jurist|male|scientist|1851-1871|Central Europe
1364|urn:uuid:1ca1d4fd-6caf-459e-9bd5-2baa337bacdb|jurist|male|scientist|1931-1951|Central Europe
1365|urn:uuid:72cff206-21cf-49b6-bc53-06dc7d8e6961|economist|male|scientist|1931-1951|Central Europe
1366|urn:uuid:5de89797-270b-4f8b-84d4-def0e08c8747|jurist|male|scientist|1931-1951|Central Europe
1367|urn:uuid:05e8fb3f-508b-457e-a4fb-421cc9203d93|jurist|male|scientist|1931-1951|Central Europe
1368|urn:uuid:9d9ecf6a-66f9-460e-b6ca-b351037d005b|jurist|male|scientist|1931-1951|Central Europe
1369|urn:uuid:cf43dc6b-359d-4015-a9c5-21f4f992cfc0|jurist|male|politician|1851-1871|Central Europe
1370|urn:uuid:2d482bb3-6e7d-47ca-8a0d-8c1d5d6408dc|economist|male|scientist|1911-1931|Central Europe
1371|urn:uuid:a0cba07d-fbe9-49a2-bf8f-32a174ad14db|jurist|male|politician|1931-1951|Central Europe
1372|urn:uuid:ed1adb5e-565b-4031-9bb1-80b2741e675f|jurist|male|scientist|1931-1951|Central Europe
1373|urn:uuid:eb7dd72c-f0d9-48a6-9c84-7bc98439b4b2|jurist|male|scientist|1911-1931|Central Europe
1374|urn:uuid:cd2def71-c8b1-4328-9db4-3f2d39684d2f|jurist|male|writer|1931-1951|Central Europe
1375|urn:uuid:a48f5c01-be83-4ab0-b34b-0e0610b35c06|jurist|male|politician|1851-1871|Central Europe
1376|urn:uuid:37b8160b-3095-4cf6-bbd4-417d715a18f5|jurist|male|writer|1911-1931|Central Europe
1377|urn:uuid:37b8160b-3095-4cf6-bbd4-417d715a18f5|jurist|male|scientist|1911-1931|Central Europe
1378|urn:uuid:e011832a-d74d-4360-8e2a-8ef7d57b2d7e|economist|male|scientist|1931-1951|Central Europe
1379|urn:uuid:e011832a-d74d-4360-8e2a-8ef7d57b2d7e|economist|male|writer|1931-1951|Central Europe
1380|urn:uuid:697e2806-de14-4fec-abed-53018c2f479d|jurist|male|scientist|1931-1951|Central Europe
1381|urn:uuid:75ac35ca-963b-4773-b187-f87da68b9e83|economist|male|scientist|1931-1951|Central Europe
1383|urn:uuid:48ecb5bb-11bb-4fb2-8071-5af6c4eeae0b|economist|male|scientist|1931-1951|Central Europe
1384|urn:uuid:48ecb5bb-11bb-4fb2-8071-5af6c4eeae0b|economist|male|writer|1931-1951|Central Europe
1385|urn:uuid:f5ea638f-bd20-404e-9f93-ad7ff2fc983c|jurist|male|politician|1831-1851|Central Europe
1386|urn:uuid:00326521-8251-4fca-9bcd-10e7caa5abbc|jurist|male|politician|1811-1831|Central Europe
1387|urn:uuid:4d0238b0-0f67-4194-b4d4-b03b133af78f|jurist|male|politician|1811-1831|Central Europe
1388|urn:uuid:3039b388-c93a-4f05-ad6f-568a21fc8995|jurist|male|scientist|1811-1831|Central Europe
1390|urn:uuid:32012a3a-25f8-41a3-9f43-0e4fd83c9aa0|jurist|male|scientist|1891-1911|Central Europe
1391|urn:uuid:3a800533-a818-4834-a4a0-9dae63df25c1|economist|male|scientist|1911-1931|Central Europe
1392|urn:uuid:3a800533-a818-4834-a4a0-9dae63df25c1|economist|male|scientist|1911-1931|Western Europe
1393|urn:uuid:6b8385a3-5b48-4f23-b661-1ae2ce93c3d5|jurist|male|scientist|1931-1951|Central Europe
1394|urn:uuid:e0b88ac5-fcdb-48ce-8e92-cac4860c7aa7|economist|male|scientist|1891-1911|Central Europe
1396|urn:uuid:92803788-d837-4874-8b2d-c41d5c8c46d2|jurist|male|scientist|1931-1951|Central Europe
1397|urn:uuid:2c9818d5-e9de-4440-a7eb-3f4f426c93c1|jurist|male|scientist|1931-1951|Central Europe
1398|urn:uuid:bb83b94c-fa5a-4d74-9c53-f87b536443f0|jurist|male|scientist|1931-1951|Central Europe
1399|urn:uuid:2bb275d8-193e-4135-9919-4b8a3da4632d|jurist|male|scientist|1931-1951|Central Europe
1400|urn:uuid:da60fcad-373b-4407-b447-7db3dba917a9|jurist|male|scientist|1931-1951|Central Europe
1401|urn:uuid:3013a129-3916-4204-a4c0-5fa24929bdda|economist|male|scientist|1931-1951|Central Europe
1402|urn:uuid:2e4b9c99-cd85-430d-8098-931575547bf7|jurist|male|scientist|1931-1951|Central Europe
1404|urn:uuid:0b1a193b-5489-4478-9fba-f09a15e32124|jurist|male|politician|1891-1911|Central Europe
1405|urn:uuid:57fc1074-922e-415e-bb2f-eaa76da7a35f|jurist|male|writer|1931-1951|Central Europe
1406|urn:uuid:57fc1074-922e-415e-bb2f-eaa76da7a35f|jurist|male|media person|1931-1951|Central Europe
1407|urn:uuid:57fc1074-922e-415e-bb2f-eaa76da7a35f|jurist|male|scientist|1931-1951|Central Europe
1409|urn:uuid:8513298c-cce9-4725-ad32-92e41a8b7695|jurist|female|scientist|1891-1911|Central Europe
1410|urn:uuid:8513298c-cce9-4725-ad32-92e41a8b7695|jurist|female|other|1891-1911|Central Europe
1411|urn:uuid:211842d6-02ac-450b-a802-c3eb215ed2ee|jurist|male|scientist|1891-1911|Central Europe
1412|urn:uuid:f69cc1ce-6791-4e59-9213-8a299ddfa262|jurist|male|scientist|1931-1951|Central Europe
1413|urn:uuid:745c1a5b-9f34-4fa2-81f1-03c0032356f5|jurist|male|scientist|1931-1951|Central Europe
1414|urn:uuid:bcce7ab0-5406-49c6-8ef6-ebfc91c2fc89|jurist|male|scientist|1931-1951|Central Europe
1415|urn:uuid:ad12568f-dd44-4a20-831e-f9dc5e606e91|jurist|male|scientist|1931-1951|Central Europe
1416|urn:uuid:1584d725-2e06-4ad8-807d-484946e27aba|jurist|male|politician|1851-1871|Central Europe
1417|urn:uuid:8ccb798b-c547-42b2-b840-4305a48c2aad|jurist|male|politician|1851-1871|Central Europe
1418|urn:uuid:8ccb798b-c547-42b2-b840-4305a48c2aad|jurist|male|scientist|1851-1871|Central Europe
1419|urn:uuid:4d358d55-fc03-4c29-8fb2-fddab0f4213a|jurist|male|politician|1831-1851|Central Europe
1420|urn:uuid:e97fdf90-9d8e-4088-91c2-1b9b1c20754d|jurist|male|writer|1891-1911|Central Europe
1421|urn:uuid:e97fdf90-9d8e-4088-91c2-1b9b1c20754d|jurist|male|politician|1891-1911|Central Europe
1422|urn:uuid:e97fdf90-9d8e-4088-91c2-1b9b1c20754d|jurist|male|other_occupation|1891-1911|Central Europe
1423|urn:uuid:5425e50b-dd8b-49a3-a9c3-d79a438b0951|jurist|male|politician|1871-1891|Central Europe
1424|urn:uuid:5425e50b-dd8b-49a3-a9c3-d79a438b0951|jurist|male|writer|1871-1891|Central Europe
1425|urn:uuid:e63f16c4-449c-4b13-a84a-9bd8063a7186|jurist|male|politician|1851-1871|Central Europe
1426|urn:uuid:37b54a4c-b63c-43c9-a176-9256514b4c22|jurist|male|politician|1871-1891|Central Europe
1427|urn:uuid:ee2c8c1b-4b14-49c8-aa5c-e75b290bd8f6|jurist|male|scientist|1931-1951|Central Europe
1429|urn:uuid:de823e66-4fd8-4d2c-a850-3ec1d22dc61a|jurist|male|politician|1891-1911|Central Europe
1430|urn:uuid:52ebadd6-1d0e-4f13-9777-a83a3d790191|jurist|male|politician|1931-1951|Central Europe
1431|urn:uuid:efa5fd14-c399-48cf-b099-9d76ae17729e|jurist|male|scientist|1931-1951|Central Europe
1432|urn:uuid:e12e0056-3d78-43ea-97cd-8f45178c8978|jurist|male|politician|1931-1951|Central Europe
1433|urn:uuid:e12e0056-3d78-43ea-97cd-8f45178c8978|jurist|male|scientist|1931-1951|Central Europe
1434|urn:uuid:a8b8f210-68c4-47bd-8fe5-c057093630ad|jurist|male|scientist|1931-1951|Central Europe
1435|urn:uuid:7a0bafde-9280-4162-b09b-d5eead21133f|jurist|male|politician|1871-1891|Central Europe
1436|urn:uuid:b6839947-d692-4688-b9e1-2c6d52474f05|jurist|male|politician|1831-1851|Central Europe
1437|urn:uuid:0a0410a8-f532-488c-bc28-180806a9dd86|jurist|male|politician|1771-1791|Central Europe
1438|urn:uuid:b8b5e2b1-b6da-4911-9007-c642140a3f6e|jurist|male|politician|1911-1931|Central Europe
1439|urn:uuid:b8b5e2b1-b6da-4911-9007-c642140a3f6e|jurist|male|scientist|1911-1931|Central Europe
1440|urn:uuid:b47d0556-9d11-4d35-9533-0b801c3cf113|jurist|male|politician|1791-1811|Central Europe
1441|urn:uuid:2a90c98e-136c-475b-95ba-f34a305681c4|jurist|male|politician|1791-1811|Central Europe
1442|urn:uuid:2a90c98e-136c-475b-95ba-f34a305681c4|jurist|male|scientist|1791-1811|Central Europe
1443|urn:uuid:ad6a83e4-97b8-44dd-bd27-f58101b4550c|jurist|male|writer|1791-1811|Central Europe
1444|urn:uuid:e5e0371a-ac54-4438-85ec-7e25ef5d2756|jurist|male|politician|1891-1911|Central Europe
1445|urn:uuid:ea60c7fa-1a68-4ad3-88d5-0033dc068d11|jurist|male|politician|1871-1891|Central Europe
1446|urn:uuid:ff7e36d2-3cc8-4597-b060-62ba42b49f21|jurist|male|politician|1911-1931|Central Europe
1447|urn:uuid:ff7e36d2-3cc8-4597-b060-62ba42b49f21|jurist|male|scientist|1911-1931|Central Europe
1448|urn:uuid:3ef38bdf-d78d-4d34-a49e-b58e151ed937|jurist|male|politician|1791-1811|Central Europe
1449|urn:uuid:d87e59f8-0aa0-4bc3-9918-67ffadf35310|jurist|male|writer|1911-1931|Central Europe
1450|urn:uuid:ee8f9ae1-9247-414c-9825-c40f9754dbfc|economist|male|scientist|1891-1911|Central Europe
1451|urn:uuid:ee8f9ae1-9247-414c-9825-c40f9754dbfc|economist|male|scientist|1891-1911|Western Europe
1452|urn:uuid:6066014e-0280-43f3-b68e-e0db0cd13ad2|jurist|male|politician|1851-1871|Central Europe
1453|urn:uuid:6066014e-0280-43f3-b68e-e0db0cd13ad2|jurist|male|writer|1851-1871|Central Europe
1454|urn:uuid:6066014e-0280-43f3-b68e-e0db0cd13ad2|jurist|male|other_occupation|1851-1871|Central Europe
1455|urn:uuid:bf6efd91-ff18-490b-b224-f1a7db0cf2ee|jurist|male|scientist|1871-1891|Central Europe
1456|urn:uuid:ec06ade5-b997-47f9-87b3-e78391c5f321|jurist|male|politician|1891-1911|Central Europe
1457|urn:uuid:ddd1d5d0-2f8d-4e75-ae29-d3f78e01d97d|jurist|male|politician|1891-1911|Central Europe
1458|urn:uuid:fa00171f-6073-4593-841d-671e81b7d2b4|jurist|male|politician|1771-1791|Central Europe
