|type|gender|occupation|generation|continent
2022|jurist|male|politician|1911-1931|North Am.
2023|jurist|male|other_occupation|1911-1931|North Am.
2024|jurist|male|athlete|1891-1911|North Am.
2025|jurist|male|scientist|1931-1951|North Am.
2026|jurist|male|politician|1891-1911|North Am.
2027|jurist|male|politician|1911-1931|North Am.
2029|jurist|male|politician|1911-1931|North Am.
2030|jurist|male|politician|1871-1891|North Am.
2031|jurist|male|politician|1911-1931|North Am.
2032|jurist|male|politician|1831-1851|North Am.
2033|jurist|male|politician|1931-1951|North Am.
2034|jurist|male|politician|1911-1931|North Am.
2035|economist|male|scientist|1891-1911|North Am.
2036|economist|male|scientist|1931-1951|North Am.
2037|jurist|male|scientist|1811-1831|North Am.
2038|jurist|male|politician|1931-1951|North Am.
2039|jurist|male|politician|1911-1931|North Am.
2040|jurist|male|politician|1831-1851|North Am.
2041|jurist|male|politician|1911-1931|North Am.
2042|jurist|male|other_occupation|1911-1931|North Am.
2043|jurist|male|politician|1811-1831|North Am.
2044|jurist|male|scientist|1931-1951|North Am.
2045|economist|male|scientist|1931-1951|North Am.
2046|jurist|male|politician|1791-1811|North Am.
2047|jurist|male|other_occupation|1791-1811|North Am.
2048|jurist|male|politician|1931-1951|North Am.
2049|jurist|male|politician|1831-1851|North Am.
2050|jurist|male|politician|1871-1891|North Am.
2051|jurist|male|politician|1851-1871|North Am.
2052|jurist|male|politician|1871-1891|North Am.
2053|jurist|male|politician|1871-1891|North Am.
2054|jurist|male|politician|1771-1791|North Am.
2055|jurist|male|other_occupation|1771-1791|North Am.
2056|economist|female|scientist|1891-1911|North Am.
2057|economist|female|scientist|1891-1911|North Am.
2058|economist|female|scientist|1891-1911|North Am.
2060|jurist|male|politician|1851-1871|North Am.
2061|jurist|male|politician|1791-1811|North Am.
2062|jurist|male|politician|1911-1931|North Am.
2065|jurist|male|scientist|1931-1951|North Am.
2066|jurist|male|writer|1931-1951|North Am.
2067|jurist|male|politician|1931-1951|North Am.
2068|jurist|male|media person|1931-1951|North Am.
2069|jurist|male|other_occupation|1931-1951|North Am.
2071|jurist|male|politician|1791-1811|North Am.
2072|jurist|male|politician|1791-1811|North Am.
2073|jurist|male|politician|1791-1811|North Am.
2074|jurist|male|politician|1891-1911|North Am.
2075|jurist|male|other_occupation|1891-1911|North Am.
2076|jurist|male|politician|1811-1831|North Am.
2077|jurist|male|politician|1851-1871|North Am.
2078|jurist|male|politician|1931-1951|North Am.
2079|jurist|male|teacher|1931-1951|North Am.
2080|jurist|male|politician|1791-1811|North Am.
2081|jurist|male|media person|1791-1811|North Am.
2082|jurist|male|other_occupation|1791-1811|North Am.
2083|jurist|male|politician|1871-1891|North Am.
2084|jurist|male|politician|1851-1871|North Am.
2085|jurist|male|politician|1791-1811|North Am.
2086|economist|male|scientist|1931-1951|North Am.
2088|jurist|male|scientist|1931-1951|North Am.
2089|jurist|male|politician|1911-1931|North Am.
2090|jurist|male|politician|1911-1931|North Am.
2091|jurist|male|politician|1831-1851|North Am.
2092|jurist|male|media person|1831-1851|North Am.
2093|jurist|male|politician|1811-1831|North Am.
2094|jurist|male|politician|1851-1871|North Am.
2095|jurist|male|politician|1851-1871|North Am.
2096|jurist|male|politician|1871-1891|North Am.
2097|jurist|male|politician|1911-1931|North Am.
2098|jurist|male|politician|1771-1791|North Am.
2099|jurist|male|politician|1811-1831|North Am.
2100|jurist|male|politician|1851-1871|North Am.
2101|jurist|male|scientist|1851-1871|North Am.
2102|jurist|male|politician|1831-1851|North Am.
2103|jurist|male|other_occupation|1831-1851|North Am.
2104|jurist|male|politician|1931-1951|North Am.
2105|jurist|male|politician|1831-1851|North Am.
2106|jurist|male|politician|1831-1851|North Am.
2107|jurist|male|politician|1911-1931|North Am.
2108|jurist|male|politician|1851-1871|North Am.
2109|jurist|male|politician|1811-1831|North Am.
2110|jurist|male|writer|1951-1971|North Am.
2111|jurist|male|politician|1851-1871|North Am.
2112|jurist|male|scientist|1851-1871|North Am.
2115|jurist|male|politician|1771-1791|North Am.
2116|jurist|male|politician|1891-1911|North Am.
2117|jurist|male|politician|1871-1891|North Am.
2118|jurist|male|politician|1811-1831|North Am.
2119|jurist|male|politician|1891-1911|North Am.
2120|jurist|male|politician|1931-1951|North Am.
2121|jurist|male|politician|1871-1891|North Am.
2122|jurist|male|other_occupation|1871-1891|North Am.
2123|jurist|male|politician|1871-1891|North Am.
2124|jurist|male|politician|1791-1811|North Am.
2125|jurist|male|politician|1871-1891|North Am.
2126|jurist|female|other_occupation|1871-1891|North Am.
2127|jurist|male|politician|1931-1951|North Am.
2128|jurist|male|politician|1831-1851|North Am.
2129|jurist|male|politician|1891-1911|North Am.
2130|jurist|male|politician|1811-1831|North Am.
2131|jurist|male|politician|1791-1811|North Am.
2132|jurist|male|politician|1871-1891|North Am.
2133|jurist|male|teacher|1871-1891|North Am.
2134|jurist|male|politician|1811-1831|North Am.
2135|jurist|male|scientist|1811-1831|North Am.
2136|jurist|male|politician|1811-1831|North Am.
2137|jurist|male|politician|1871-1891|North Am.
2140|jurist|male|politician|1931-1951|North Am.
2141|jurist|male|politician|1891-1911|North Am.
2142|jurist|male|politician|1851-1871|North Am.
2143|jurist|male|politician|1871-1891|North Am.
2144|jurist|male|politician|1851-1871|North Am.
2145|jurist|male|politician|1871-1891|North Am.
2146|jurist|male|scientist|1871-1891|North Am.
2147|jurist|male|politician|1851-1871|North Am.
2148|jurist|male|politician|1811-1831|North Am.
2149|jurist|male|other_occupation|1811-1831|North Am.
2150|jurist|male|politician|1771-1791|North Am.
2151|jurist|male|politician|1771-1791|North Am.
2152|jurist|male|politician|1891-1911|North Am.
2153|jurist|male|scientist|1891-1911|North Am.
2154|jurist|male|politician|1891-1911|Europe
2155|jurist|male|scientist|1891-1911|Europe
2156|jurist|male|politician|1811-1831|North Am.
2157|jurist|male|politician|1891-1911|North Am.
2162|jurist|male|politician|1811-1831|North Am.
2163|jurist|male|politician|1771-1791|North Am.
2166|jurist|male|politician|1931-1951|North Am.
2167|jurist|male|writer|1931-1951|North Am.
2168|jurist|male|teacher|1931-1951|North Am.
2169|jurist|male|politician|1891-1911|North Am.
2170|jurist|male|politician|1931-1951|North Am.
2171|jurist|male|politician|1931-1951|North Am.
2172|jurist|male|politician|1891-1911|North Am.
2173|jurist|male|politician|1871-1891|North Am.
2174|jurist|male|politician|1931-1951|North Am.
2175|economist|male|scientist|1931-1951|North Am.
2177|jurist|male|politician|1851-1871|North Am.
2178|jurist|male|other_occupation|1851-1871|North Am.
2179|jurist|male|politician|1851-1871|North Am.
2180|jurist|female|scientist|1931-1951|North Am.
2181|jurist|male|politician|1791-1811|North Am.
2184|jurist|male|politician|1811-1831|North Am.
2186|jurist|male|politician|1811-1831|North Am.
2187|jurist|male|politician|1791-1811|North Am.
2198|economist|male|scientist|1911-1931|North Am.
2199|economist|male|scientist|1911-1931|North Am.
2200|economist|male|athlete|1911-1931|North Am.
2201|jurist|male|politician|1771-1791|North Am.
2202|jurist|male|other_occupation|1771-1791|North Am.
2203|jurist|male|politician|1911-1931|North Am.
2204|jurist|male|politician|1871-1891|North Am.
2205|jurist|male|politician|1931-1951|North Am.
2207|jurist|male|politician|1811-1831|North Am.
2208|jurist|male|other_occupation|1931-1951|North Am.
2210|jurist|male|politician|1871-1891|North Am.
2211|jurist|male|politician|1931-1951|North Am.
2212|jurist|male|other_occupation|1931-1951|North Am.
2213|jurist|male|politician|1831-1851|North Am.
2214|jurist|male|politician|1851-1871|North Am.
2215|jurist|male|politician|1951-1971|North Am.
2216|jurist|male|businessperson|1951-1971|North Am.
2217|jurist|male|politician|1871-1891|North Am.
2218|jurist|male|politician|1851-1871|North Am.
2219|jurist|male|politician|1851-1871|North Am.
2220|jurist|male|politician|1791-1811|North Am.
2221|jurist|male|politician|1871-1891|North Am.
2222|jurist|male|politician|1871-1891|North Am.
2223|jurist|male|businessperson|1931-1951|North Am.
2224|jurist|male|politician|1811-1831|North Am.
2225|jurist|male|businessperson|1811-1831|North Am.
2226|jurist|male|politician|1771-1791|North Am.
2227|jurist|male|politician|1871-1891|North Am.
2228|jurist|male|politician|1871-1891|North Am.
2229|jurist|male|politician|1831-1851|North Am.
2230|jurist|male|politician|1911-1931|North Am.
2231|jurist|male|teacher|1911-1931|North Am.
2232|jurist|male|other_occupation|1911-1931|North Am.
2233|jurist|male|politician|1791-1811|North Am.
2234|jurist|male|writer|1791-1811|North Am.
2235|jurist|male|politician|1851-1871|North Am.
2236|jurist|male|politician|1871-1891|North Am.
2237|jurist|male|politician|1871-1891|North Am.
2238|jurist|male|politician|1851-1871|North Am.
2240|jurist|male|athlete|1891-1911|North Am.
2241|jurist|male|politician|1911-1931|North Am.
2242|jurist|male|politician|1871-1891|North Am.
2243|jurist|male|other_occupation|1871-1891|North Am.
2244|jurist|male|politician|1871-1891|North Am.
2245|jurist|male|politician|1911-1931|North Am.
2246|jurist|male|politician|1851-1871|North Am.
2247|jurist|male|businessperson|1851-1871|North Am.
2248|jurist|male|politician|1911-1931|North Am.
2249|jurist|male|politician|1811-1831|North Am.
2250|jurist|male|politician|1891-1911|North Am.
2251|jurist|male|politician|1891-1911|North Am.
2252|jurist|male|politician|1831-1851|North Am.
2253|jurist|male|politician|1871-1891|North Am.
2254|jurist|male|politician|1931-1951|North Am.
2255|jurist|male|businessperson|1931-1951|North Am.
2256|jurist|male|politician|1811-1831|North Am.
2257|jurist|male|other_occupation|1811-1831|North Am.
2258|jurist|male|politician|1831-1851|North Am.
2259|jurist|male|politician|1831-1851|North Am.
2260|jurist|male|politician|1871-1891|North Am.
2262|jurist|male|politician|1791-1811|North Am.
2263|jurist|male|politician|1831-1851|North Am.
2264|jurist|male|politician|1851-1871|North Am.
2265|jurist|male|politician|1871-1891|North Am.
2266|jurist|male|politician|1871-1891|North Am.
2267|economist|male|politician|1911-1931|North Am.
2268|economist|male|scientist|1911-1931|North Am.
2269|economist|male|scientist|1911-1931|North Am.
2270|jurist|male|politician|1851-1871|North Am.
2271|jurist|male|politician|1811-1831|North Am.
2272|jurist|male|politician|1851-1871|North Am.
2273|jurist|male|politician|1831-1851|North Am.
2274|jurist|male|politician|1831-1851|North Am.
2275|jurist|male|politician|1891-1911|North Am.
2276|jurist|male|politician|1791-1811|North Am.
2277|jurist|male|politician|1891-1911|North Am.
2278|jurist|male|businessperson|1891-1911|North Am.
2279|jurist|male|writer|1891-1911|North Am.
2280|jurist|male|teacher|1891-1911|North Am.
2281|jurist|male|politician|1831-1851|North Am.
2282|economist|male|scientist|1851-1871|North Am.
2283|economist|male|writer|1851-1871|North Am.
2284|economist|male|scientist|1851-1871|North Am.
2285|economist|male|other_occupation|1851-1871|North Am.
2286|jurist|male|politician|1911-1931|North Am.
2287|economist|male|scientist|1911-1931|North Am.
2288|jurist|male|politician|1871-1891|North Am.
2289|jurist|male|politician|1831-1851|North Am.
2290|jurist|male|politician|1811-1831|North Am.
2291|jurist|male|politician|1811-1831|North Am.
2292|jurist|male|politician|1811-1831|North Am.
2293|jurist|male|politician|1851-1871|North Am.
2294|jurist|male|politician|1891-1911|North Am.
2295|jurist|male|politician|1791-1811|North Am.
2296|jurist|male|politician|1851-1871|North Am.
2297|jurist|male|politician|1811-1831|North Am.
2298|jurist|male|businessperson|1811-1831|North Am.
2299|jurist|male|politician|1891-1911|North Am.
2300|jurist|male|other_occupation|1891-1911|North Am.
2301|jurist|male|politician|1831-1851|North Am.
2302|jurist|male|politician|1771-1791|North Am.
2303|economist|male|businessperson|1931-1951|North Am.
2304|economist|male|scientist|1931-1951|North Am.
2305|jurist|male|politician|1811-1831|North Am.
2306|economist|male|politician|1931-1951|North Am.
2307|jurist|male|politician|1831-1851|North Am.
2308|jurist|male|politician|1871-1891|North Am.
2309|jurist|male|politician|1891-1911|North Am.
2310|jurist|male|politician|1871-1891|North Am.
2311|jurist|male|politician|1851-1871|North Am.
2312|jurist|male|politician|1891-1911|North Am.
2313|jurist|male|politician|1891-1911|North Am.
2314|jurist|male|politician|1831-1851|North Am.
2315|jurist|male|politician|1831-1851|North Am.
2316|jurist|male|other_occupation|1831-1851|North Am.
2317|jurist|male|politician|1891-1911|North Am.
2318|jurist|male|politician|1811-1831|North Am.
2319|jurist|male|politician|1831-1851|North Am.
2320|jurist|male|scientist|1891-1911|North Am.
2321|jurist|male|scientist|1891-1911|Middle East
2322|jurist|male|politician|1851-1871|North Am.
2323|jurist|male|politician|1831-1851|North Am.
2324|jurist|male|politician|1911-1931|North Am.
2325|jurist|male|politician|1891-1911|North Am.
2326|jurist|male|politician|1871-1891|North Am.
2327|jurist|male|politician|1911-1931|North Am.
2328|jurist|male|politician|1891-1911|North Am.
2329|jurist|male|politician|1831-1851|North Am.
2330|jurist|male|other_occupation|1831-1851|North Am.
2331|jurist|male|politician|1791-1811|North Am.
2332|jurist|male|athlete|1871-1891|North Am.
2333|jurist|male|politician|1891-1911|North Am.
2338|jurist|male|politician|1911-1931|North Am.
2339|economist|male|businessperson|1891-1911|North Am.
2340|economist|male|businessperson|1891-1911|Middle East
2341|jurist|male|politician|1891-1911|North Am.
2342|jurist|male|politician|1911-1931|North Am.
2343|jurist|male|other_occupation|1891-1911|North Am.
2344|jurist|male|other_occupation|1911-1931|North Am.
2345|jurist|male|politician|1871-1891|North Am.
2346|jurist|male|politician|1911-1931|North Am.
2347|jurist|male|businessperson|1911-1931|North Am.
2348|jurist|male|other_occupation|1911-1931|North Am.
2349|jurist|male|politician|1811-1831|North Am.
2350|jurist|male|politician|1851-1871|North Am.
2351|jurist|male|politician|1891-1911|North Am.
2352|jurist|male|politician|1791-1811|North Am.
2353|jurist|male|politician|1791-1811|North Am.
2354|jurist|male|politician|1871-1891|North Am.
2355|jurist|male|businessperson|1871-1891|North Am.
2356|jurist|male|politician|1771-1791|North Am.
2357|jurist|male|other_occupation|1771-1791|North Am.
2358|jurist|male|politician|1811-1831|North Am.
2359|jurist|male|politician|1831-1851|North Am.
2360|jurist|male|politician|1911-1931|North Am.
2361|jurist|male|politician|1851-1871|North Am.
2362|jurist|male|politician|1811-1831|North Am.
2363|jurist|male|politician|1871-1891|North Am.
2364|jurist|male|politician|1791-1811|North Am.
2365|jurist|male|politician|1851-1871|North Am.
2366|jurist|female|politician|1851-1871|North Am.
2367|jurist|male|politician|1791-1811|North Am.
2368|jurist|male|politician|1831-1851|North Am.
2369|jurist|male|politician|1871-1891|North Am.
2370|jurist|male|politician|1871-1891|North Am.
2371|jurist|male|politician|1811-1831|North Am.
2372|jurist|male|politician|1871-1891|North Am.
2373|jurist|male|politician|1871-1891|North Am.
2374|jurist|male|politician|1791-1811|North Am.
2375|jurist|male|politician|1891-1911|North Am.
2376|jurist|male|politician|1791-1811|North Am.
2377|jurist|male|politician|1891-1911|North Am.
2378|jurist|male|politician|1931-1951|North Am.
2379|jurist|male|politician|1891-1911|North Am.
2380|jurist|male|politician|1911-1931|North Am.
2381|jurist|male|politician|1911-1931|North Am.
2382|jurist|male|politician|1911-1931|North Am.
2383|jurist|male|politician|1791-1811|North Am.
2384|jurist|male|politician|1851-1871|North Am.
2385|jurist|male|politician|1891-1911|North Am.
2386|jurist|male|politician|1791-1811|North Am.
